-0,5;0
0,5;0
1;0,866025404
0,5;1,732050808
-0,5;1,732050808
-1;0,866025404
-0,5;0
1;0,866025404
2;0,866025404
2,5;1,732050808
2;2,598076211
1;2,598076211
0,5;1,732050808
1;0,866025404
-0,5;1,732050808
0,5;1,732050808
1;2,598076211
0,5;3,464101615
-0,5;3,464101615
-1;2,598076211
-0,5;1,732050808
1;0,866025404
2;0,866025404
2,5;1,732050808
2;2,598076211
1;2,598076211
0,5;1,732050808
1;0,866025404
2,5;1,732050808
3,5;1,732050808
4;2,598076211
3,5;3,464101615
2,5;3,464101615
2;2,598076211
2,5;1,732050808
1;2,598076211
2;2,598076211
2,5;3,464101615
2;4,330127019
1;4,330127019
0,5;3,464101615
1;2,598076211
-0,5;1,732050808
0,5;1,732050808
1;2,598076211
0,5;3,464101615
-0,5;3,464101615
-1;2,598076211
-0,5;1,732050808
1;2,598076211
2;2,598076211
2,5;3,464101615
2;4,330127019
1;4,330127019
0,5;3,464101615
1;2,598076211
-0,5;3,464101615
0,5;3,464101615
1;4,330127019
0,5;5,196152423
-0,5;5,196152423
-1;4,330127019
-0,5;3,464101615
1;0,866025404
2;0,866025404
2,5;1,732050808
2;2,598076211
1;2,598076211
0,5;1,732050808
1;0,866025404
2,5;1,732050808
3,5;1,732050808
4;2,598076211
3,5;3,464101615
2,5;3,464101615
2;2,598076211
2,5;1,732050808
1;2,598076211
2;2,598076211
2,5;3,464101615
2;4,330127019
1;4,330127019
0,5;3,464101615
1;2,598076211
2,5;1,732050808
3,5;1,732050808
4;2,598076211
3,5;3,464101615
2,5;3,464101615
2;2,598076211
2,5;1,732050808
4;2,598076211
5;2,598076211
5,5;3,464101615
5;4,330127019
4;4,330127019
3,5;3,464101615
4;2,598076211
2,5;3,464101615
3,5;3,464101615
4;4,330127019
3,5;5,196152423
2,5;5,196152423
2;4,330127019
2,5;3,464101615
1;2,598076211
2;2,598076211
2,5;3,464101615
2;4,330127019
1;4,330127019
0,5;3,464101615
1;2,598076211
2,5;3,464101615
3,5;3,464101615
4;4,330127019
3,5;5,196152423
2,5;5,196152423
2;4,330127019
2,5;3,464101615
1;4,330127019
2;4,330127019
2,5;5,196152423
2;6,062177826
1;6,062177826
0,5;5,196152423
1;4,330127019
-0,5;1,732050808
0,5;1,732050808
1;2,598076211
0,5;3,464101615
-0,5;3,464101615
-1;2,598076211
-0,5;1,732050808
1;2,598076211
2;2,598076211
2,5;3,464101615
2;4,330127019
1;4,330127019
0,5;3,464101615
1;2,598076211
-0,5;3,464101615
0,5;3,464101615
1;4,330127019
0,5;5,196152423
-0,5;5,196152423
-1;4,330127019
-0,5;3,464101615
1;2,598076211
2;2,598076211
2,5;3,464101615
2;4,330127019
1;4,330127019
0,5;3,464101615
1;2,598076211
2,5;3,464101615
3,5;3,464101615
4;4,330127019
3,5;5,196152423
2,5;5,196152423
2;4,330127019
2,5;3,464101615
1;4,330127019
2;4,330127019
2,5;5,196152423
2;6,062177826
1;6,062177826
0,5;5,196152423
1;4,330127019
-0,5;3,464101615
0,5;3,464101615
1;4,330127019
0,5;5,196152423
-0,5;5,196152423
-1;4,330127019
-0,5;3,464101615
1;4,330127019
2;4,330127019
2,5;5,196152423
2;6,062177826
1;6,062177826
0,5;5,196152423
1;4,330127019
-0,5;5,196152423
0,5;5,196152423
1;6,062177826
0,5;6,92820323
-0,5;6,92820323
-1;6,062177826
-0,5;5,196152423
1;0,866025404
2;0,866025404
2,5;1,732050808
2;2,598076211
1;2,598076211
0,5;1,732050808
1;0,866025404
2,5;1,732050808
3,5;1,732050808
4;2,598076211
3,5;3,464101615
2,5;3,464101615
2;2,598076211
2,5;1,732050808
1;2,598076211
2;2,598076211
2,5;3,464101615
2;4,330127019
1;4,330127019
0,5;3,464101615
1;2,598076211
2,5;1,732050808
3,5;1,732050808
4;2,598076211
3,5;3,464101615
2,5;3,464101615
2;2,598076211
2,5;1,732050808
4;2,598076211
5;2,598076211
5,5;3,464101615
5;4,330127019
4;4,330127019
3,5;3,464101615
4;2,598076211
2,5;3,464101615
3,5;3,464101615
4;4,330127019
3,5;5,196152423
2,5;5,196152423
2;4,330127019
2,5;3,464101615
1;2,598076211
2;2,598076211
2,5;3,464101615
2;4,330127019
1;4,330127019
0,5;3,464101615
1;2,598076211
2,5;3,464101615
3,5;3,464101615
4;4,330127019
3,5;5,196152423
2,5;5,196152423
2;4,330127019
2,5;3,464101615
1;4,330127019
2;4,330127019
2,5;5,196152423
2;6,062177826
1;6,062177826
0,5;5,196152423
1;4,330127019
2,5;1,732050808
3,5;1,732050808
4;2,598076211
3,5;3,464101615
2,5;3,464101615
2;2,598076211
2,5;1,732050808
4;2,598076211
5;2,598076211
5,5;3,464101615
5;4,330127019
4;4,330127019
3,5;3,464101615
4;2,598076211
2,5;3,464101615
3,5;3,464101615
4;4,330127019
3,5;5,196152423
2,5;5,196152423
2;4,330127019
2,5;3,464101615
4;2,598076211
5;2,598076211
5,5;3,464101615
5;4,330127019
4;4,330127019
3,5;3,464101615
4;2,598076211
5,5;3,464101615
6,5;3,464101615
7;4,330127019
6,5;5,196152423
5,5;5,196152423
5;4,330127019
5,5;3,464101615
4;4,330127019
5;4,330127019
5,5;5,196152423
5;6,062177826
4;6,062177826
3,5;5,196152423
4;4,330127019
2,5;3,464101615
3,5;3,464101615
4;4,330127019
3,5;5,196152423
2,5;5,196152423
2;4,330127019
2,5;3,464101615
4;4,330127019
5;4,330127019
5,5;5,196152423
5;6,062177826
4;6,062177826
3,5;5,196152423
4;4,330127019
2,5;5,196152423
3,5;5,196152423
4;6,062177826
3,5;6,92820323
2,5;6,92820323
2;6,062177826
2,5;5,196152423
1;2,598076211
2;2,598076211
2,5;3,464101615
2;4,330127019
1;4,330127019
0,5;3,464101615
1;2,598076211
2,5;3,464101615
3,5;3,464101615
4;4,330127019
3,5;5,196152423
2,5;5,196152423
2;4,330127019
2,5;3,464101615
1;4,330127019
2;4,330127019
2,5;5,196152423
2;6,062177826
1;6,062177826
0,5;5,196152423
1;4,330127019
2,5;3,464101615
3,5;3,464101615
4;4,330127019
3,5;5,196152423
2,5;5,196152423
2;4,330127019
2,5;3,464101615
4;4,330127019
5;4,330127019
5,5;5,196152423
5;6,062177826
4;6,062177826
3,5;5,196152423
4;4,330127019
2,5;5,196152423
3,5;5,196152423
4;6,062177826
3,5;6,92820323
2,5;6,92820323
2;6,062177826
2,5;5,196152423
1;4,330127019
2;4,330127019
2,5;5,196152423
2;6,062177826
1;6,062177826
0,5;5,196152423
1;4,330127019
2,5;5,196152423
3,5;5,196152423
4;6,062177826
3,5;6,92820323
2,5;6,92820323
2;6,062177826
2,5;5,196152423
1;6,062177826
2;6,062177826
2,5;6,92820323
2;7,794228634
1;7,794228634
0,5;6,92820323
1;6,062177826
-0,5;1,732050808
0,5;1,732050808
1;2,598076211
0,5;3,464101615
-0,5;3,464101615
-1;2,598076211
-0,5;1,732050808
1;2,598076211
2;2,598076211
2,5;3,464101615
2;4,330127019
1;4,330127019
0,5;3,464101615
1;2,598076211
-0,5;3,464101615
0,5;3,464101615
1;4,330127019
0,5;5,196152423
-0,5;5,196152423
-1;4,330127019
-0,5;3,464101615
1;2,598076211
2;2,598076211
2,5;3,464101615
2;4,330127019
1;4,330127019
0,5;3,464101615
1;2,598076211
2,5;3,464101615
3,5;3,464101615
4;4,330127019
3,5;5,196152423
2,5;5,196152423
2;4,330127019
2,5;3,464101615
1;4,330127019
2;4,330127019
2,5;5,196152423
2;6,062177826
1;6,062177826
0,5;5,196152423
1;4,330127019
-0,5;3,464101615
0,5;3,464101615
1;4,330127019
0,5;5,196152423
-0,5;5,196152423
-1;4,330127019
-0,5;3,464101615
1;4,330127019
2;4,330127019
2,5;5,196152423
2;6,062177826
1;6,062177826
0,5;5,196152423
1;4,330127019
-0,5;5,196152423
0,5;5,196152423
1;6,062177826
0,5;6,92820323
-0,5;6,92820323
-1;6,062177826
-0,5;5,196152423
1;2,598076211
2;2,598076211
2,5;3,464101615
2;4,330127019
1;4,330127019
0,5;3,464101615
1;2,598076211
2,5;3,464101615
3,5;3,464101615
4;4,330127019
3,5;5,196152423
2,5;5,196152423
2;4,330127019
2,5;3,464101615
1;4,330127019
2;4,330127019
2,5;5,196152423
2;6,062177826
1;6,062177826
0,5;5,196152423
1;4,330127019
2,5;3,464101615
3,5;3,464101615
4;4,330127019
3,5;5,196152423
2,5;5,196152423
2;4,330127019
2,5;3,464101615
4;4,330127019
5;4,330127019
5,5;5,196152423
5;6,062177826
4;6,062177826
3,5;5,196152423
4;4,330127019
2,5;5,196152423
3,5;5,196152423
4;6,062177826
3,5;6,92820323
2,5;6,92820323
2;6,062177826
2,5;5,196152423
1;4,330127019
2;4,330127019
2,5;5,196152423
2;6,062177826
1;6,062177826
0,5;5,196152423
1;4,330127019
2,5;5,196152423
3,5;5,196152423
4;6,062177826
3,5;6,92820323
2,5;6,92820323
2;6,062177826
2,5;5,196152423
1;6,062177826
2;6,062177826
2,5;6,92820323
2;7,794228634
1;7,794228634
0,5;6,92820323
1;6,062177826
-0,5;3,464101615
0,5;3,464101615
1;4,330127019
0,5;5,196152423
-0,5;5,196152423
-1;4,330127019
-0,5;3,464101615
1;4,330127019
2;4,330127019
2,5;5,196152423
2;6,062177826
1;6,062177826
0,5;5,196152423
1;4,330127019
-0,5;5,196152423
0,5;5,196152423
1;6,062177826
0,5;6,92820323
-0,5;6,92820323
-1;6,062177826
-0,5;5,196152423
1;4,330127019
2;4,330127019
2,5;5,196152423
2;6,062177826
1;6,062177826
0,5;5,196152423
1;4,330127019
2,5;5,196152423
3,5;5,196152423
4;6,062177826
3,5;6,92820323
2,5;6,92820323
2;6,062177826
2,5;5,196152423
1;6,062177826
2;6,062177826
2,5;6,92820323
2;7,794228634
1;7,794228634
0,5;6,92820323
1;6,062177826
-0,5;5,196152423
0,5;5,196152423
1;6,062177826
0,5;6,92820323
-0,5;6,92820323
-1;6,062177826
-0,5;5,196152423
1;6,062177826
2;6,062177826
2,5;6,92820323
2;7,794228634
1;7,794228634
0,5;6,92820323
1;6,062177826
-0,5;6,92820323
0,5;6,92820323
1;7,794228634
0,5;8,660254038
-0,5;8,660254038
-1;7,794228634
-0,5;6,92820323
1;0,866025404
2;0,866025404
2,5;1,732050808
2;2,598076211
1;2,598076211
0,5;1,732050808
1;0,866025404
2,5;1,732050808
3,5;1,732050808
4;2,598076211
3,5;3,464101615
2,5;3,464101615
2;2,598076211
2,5;1,732050808
1;2,598076211
2;2,598076211
2,5;3,464101615
2;4,330127019
1;4,330127019
0,5;3,464101615
1;2,598076211
2,5;1,732050808
3,5;1,732050808
4;2,598076211
3,5;3,464101615
2,5;3,464101615
2;2,598076211
2,5;1,732050808
4;2,598076211
5;2,598076211
5,5;3,464101615
5;4,330127019
4;4,330127019
3,5;3,464101615
4;2,598076211
2,5;3,464101615
3,5;3,464101615
4;4,330127019
3,5;5,196152423
2,5;5,196152423
2;4,330127019
2,5;3,464101615
1;2,598076211
2;2,598076211
2,5;3,464101615
2;4,330127019
1;4,330127019
0,5;3,464101615
1;2,598076211
2,5;3,464101615
3,5;3,464101615
4;4,330127019
3,5;5,196152423
2,5;5,196152423
2;4,330127019
2,5;3,464101615
1;4,330127019
2;4,330127019
2,5;5,196152423
2;6,062177826
1;6,062177826
0,5;5,196152423
1;4,330127019
2,5;1,732050808
3,5;1,732050808
4;2,598076211
3,5;3,464101615
2,5;3,464101615
2;2,598076211
2,5;1,732050808
4;2,598076211
5;2,598076211
5,5;3,464101615
5;4,330127019
4;4,330127019
3,5;3,464101615
4;2,598076211
2,5;3,464101615
3,5;3,464101615
4;4,330127019
3,5;5,196152423
2,5;5,196152423
2;4,330127019
2,5;3,464101615
4;2,598076211
5;2,598076211
5,5;3,464101615
5;4,330127019
4;4,330127019
3,5;3,464101615
4;2,598076211
5,5;3,464101615
6,5;3,464101615
7;4,330127019
6,5;5,196152423
5,5;5,196152423
5;4,330127019
5,5;3,464101615
4;4,330127019
5;4,330127019
5,5;5,196152423
5;6,062177826
4;6,062177826
3,5;5,196152423
4;4,330127019
2,5;3,464101615
3,5;3,464101615
4;4,330127019
3,5;5,196152423
2,5;5,196152423
2;4,330127019
2,5;3,464101615
4;4,330127019
5;4,330127019
5,5;5,196152423
5;6,062177826
4;6,062177826
3,5;5,196152423
4;4,330127019
2,5;5,196152423
3,5;5,196152423
4;6,062177826
3,5;6,92820323
2,5;6,92820323
2;6,062177826
2,5;5,196152423
1;2,598076211
2;2,598076211
2,5;3,464101615
2;4,330127019
1;4,330127019
0,5;3,464101615
1;2,598076211
2,5;3,464101615
3,5;3,464101615
4;4,330127019
3,5;5,196152423
2,5;5,196152423
2;4,330127019
2,5;3,464101615
1;4,330127019
2;4,330127019
2,5;5,196152423
2;6,062177826
1;6,062177826
0,5;5,196152423
1;4,330127019
2,5;3,464101615
3,5;3,464101615
4;4,330127019
3,5;5,196152423
2,5;5,196152423
2;4,330127019
2,5;3,464101615
4;4,330127019
5;4,330127019
5,5;5,196152423
5;6,062177826
4;6,062177826
3,5;5,196152423
4;4,330127019
2,5;5,196152423
3,5;5,196152423
4;6,062177826
3,5;6,92820323
2,5;6,92820323
2;6,062177826
2,5;5,196152423
1;4,330127019
2;4,330127019
2,5;5,196152423
2;6,062177826
1;6,062177826
0,5;5,196152423
1;4,330127019
2,5;5,196152423
3,5;5,196152423
4;6,062177826
3,5;6,92820323
2,5;6,92820323
2;6,062177826
2,5;5,196152423
1;6,062177826
2;6,062177826
2,5;6,92820323
2;7,794228634
1;7,794228634
0,5;6,92820323
1;6,062177826
2,5;1,732050808
3,5;1,732050808
4;2,598076211
3,5;3,464101615
2,5;3,464101615
2;2,598076211
2,5;1,732050808
4;2,598076211
5;2,598076211
5,5;3,464101615
5;4,330127019
4;4,330127019
3,5;3,464101615
4;2,598076211
2,5;3,464101615
3,5;3,464101615
4;4,330127019
3,5;5,196152423
2,5;5,196152423
2;4,330127019
2,5;3,464101615
4;2,598076211
5;2,598076211
5,5;3,464101615
5;4,330127019
4;4,330127019
3,5;3,464101615
4;2,598076211
5,5;3,464101615
6,5;3,464101615
7;4,330127019
6,5;5,196152423
5,5;5,196152423
5;4,330127019
5,5;3,464101615
4;4,330127019
5;4,330127019
5,5;5,196152423
5;6,062177826
4;6,062177826
3,5;5,196152423
4;4,330127019
2,5;3,464101615
3,5;3,464101615
4;4,330127019
3,5;5,196152423
2,5;5,196152423
2;4,330127019
2,5;3,464101615
4;4,330127019
5;4,330127019
5,5;5,196152423
5;6,062177826
4;6,062177826
3,5;5,196152423
4;4,330127019
2,5;5,196152423
3,5;5,196152423
4;6,062177826
3,5;6,92820323
2,5;6,92820323
2;6,062177826
2,5;5,196152423
4;2,598076211
5;2,598076211
5,5;3,464101615
5;4,330127019
4;4,330127019
3,5;3,464101615
4;2,598076211
5,5;3,464101615
6,5;3,464101615
7;4,330127019
6,5;5,196152423
5,5;5,196152423
5;4,330127019
5,5;3,464101615
4;4,330127019
5;4,330127019
5,5;5,196152423
5;6,062177826
4;6,062177826
3,5;5,196152423
4;4,330127019
5,5;3,464101615
6,5;3,464101615
7;4,330127019
6,5;5,196152423
5,5;5,196152423
5;4,330127019
5,5;3,464101615
